Word,Frequency
manuscripts,1
mapplethorpe,1
fix,1
hardened,1
contributes,2
margaret,1
paquin,1
guiding,1
margin,2
bamford,1
solidifying,1
reached,1
moreno,1
marianne,1
marie,1
curie,1
marigold,3
trick,3
marine,2
marjorie,1
prime,5
dramatize,3
whistleblower,1
marley,2
reggae,1
owners,1
marmaduke,1
demme,5
intuitive,1
pfeiffer,3
marrowbone,1
marshland,1
martha,2
marcy,1
manipulation,1
prevents,3
martian,2
polarising,1
superpowered,1
marwencol,1
raising,4
stem,1
rounded,1
entrancing,2
magdalene,1
momentum,6
andrews,3
scots,1
smooths,2
undermining,2
maryam,1
serry,1
banderas,2
unintelligible,1
dana,1
carvey,1
mimicry,1
z,4
masterminds,1
wackiness,1
masters,3
raison,1
langella,3
skeletor,1
infidelity,1
matchstick,1
reloaded,1
maudie,1
skims,4
maurice,1
ramifications,1
hearken,2
keeble,1
overdirection,1
maxed,1
bucketful,1
maze,3
hooked,1
scorch,1
mccabe,1
mcfarland,1
usa,1
tragically,1
earl,1
emilia,1
friel,1
charismatically,1
earthy,1
casé,1
enlivens,1
nathan,2
morlando,1
pleaser,2
riffing,1
mechanic,1
tomb,4
diminishes,1
medicine,1
meek,1
cutoff,1
untamed,2
browns,1
incessant,1
patels,1
assimilation,1
robinsons,1
spartans,1
scrapes,1
bottom,2
barrel,3
regurgitates,1
megamind,1
unspectacular,1
megan,1
leavey,1
mermaid,2
willingness,2
melancholia,1
depression,1
melinda,2
memento,2
seeping,1
memoir,3
thierry,1
geisha,1
desperation,1
analyzes,1
mib,2
grinds,1
goodings,1
stare,1
goats,1
discipline,2
respectable,1
merchant,1
merchants,1
mercury,1
institutionalized,1
sexism,1
thwarted,2
nations,1
bridging,1
gentleman,2
meru,1
maroons,2
metallica,2
turbulent,1
pitt,6
madre,1
nanni,1
moretti,1
miami,2
counterparts,3
clayton,1
gilroy,1
humorists,1
stride,2
micmacs,1
lunch,1
ava,1
duvernay,1
schlesinger,1
voight,1
unrelenting,1
incarceration,1
mining,3
antagonistic,1
mysteries,4
liking,1
offensively,3
disease,1
deepa,1
mehta,1
cohesively,1
midsommar,1
aster,1
reckoned,3
midsummer,1
ducks,1
tactful,1
quinn,1
dates,1
inchoate,1
milagro,1
beanfield,1
milarepa,1
tied,3
mildred,1
soapily,1
bullets,1
marathon,1
ahead,2
cheadle,4
milk,2
openly,2
elected,1
claudia,1
llosa,1
abstract,4
soaking,1
airtight,1
dollar,4
arm,2
curves,1
knockout,1
plumbing,1
succuming,1
mimzy,1
indians,1
minions,1
brightly,6
febrile,1
goodness,1
zanily,1
irrefutable,1
sentimentalism,1
miracles,1
mirai,1
underscored,2
miral,1
geopolitical,2
singh,1
mirror,2
loves,2
enlighten,1
amuse,2
enriched,4
pageant,1
chastain,5
augment,1
peregrine,1
suitable,3
pettigrew,1
sadder,1
sloane,1
responds,1
ducts,1
laika,2
cranium,1
crave,2
rogue,2
grind,2
darabont,1
mist,1
mister,3
nuts,1
allergic,2
reactions,1
moana,1
names,1
mobsters,1
industrialized,1
amedeo,1
modigliani,1
unforgettably,3
sordid,4
moebius,1
perversity,1
mohawk,1
mojave,1
sorkin,1
mom,3
mommie,1
dearest,1
tati,2
lisa,3
espouses,1
barriers,1
unemployment,1
shipyard,1
duos,1
immune,1
bennett,1
niche,2
mongol,1
ghenghis,1
khan,3
stature,1
monkeybone,1
monsieur,3
lahzar,1
malice,1
verdoux,1
monsoon,1
charlize,3
theron,3
deglamorized,1
aileen,1
mash,1
welcoms,1
household,2
trucks,2
continent,1
university,1
carlo,2
blithely,2
grail,1
unafraid,1
indigo,1
skimp,2
duncan,3
immaculately,1
moonrise,1
cher,1
moonstruck,1
exuberantly,1
youngsters,1
opting,3
mortal,4
engines,1
combustion,1
otherwordly,1
kombat,2
underachieve,1
mortdecai,1
frightfully,1
sector,1
asensio,1
hungry,1
vacancy,2
veers,3
rodrigo,1
dosunmu,1
ketchup,1
laden,5
suspiria,2
completes,1
uma,1
thurman,1
parenting,1
moulin,1
rouge,1
evokes,7
depart,2
mouse,3
carrere,1
mustache,2
turkey,1
cheshire,1
mowgli,1
innings,1
withstand,1
overstuffs,1
capra,2
candle,2
deeds,1
plucks,1
tenderly,3
hulot,1
magorium,1
emporium,1
teri,1
garr,1
bedevil,1
jaco,1
dormael,1
peabody,1
popper,1
penguins,2
spall,3
turner,4
underutilizing,2
woodcock,1
seldom,3
doubtfire,1
judi,5
dench,5
hoskins,1
radiant,1
miniver,1
greer,1
ado,1
shakespearean,2
mud,1
mudbound,1
zimbabwe,1
regime,1
mugabe,1
mulan,1
sprightly,1
mule,2
mulholland,1
mesmirizing,1
fringes,1
secondary,3
munich,1
plush,1
muppets,5
pleasingly,1
assisted,1
orient,2
agatha,2
illustrious,1
muriel,1
shoals,1
lyrics,2
segments,2
orchestra,1
member,2
mustang,2
mute,1
enjoyed,3
twentysomethings,1
tulip,2
cuddling,1
angelo,1
pizzo,1
fumbles,1
unsettlingly,2
laundrette,1
auteuil,1
dany,1
boon,2
vardalos,1
coalesces,1
resembling,1
sibling,2
rivalry,2
unpretentious,1
stylings,1
blueberry,1
debuts,2
keenly,2
careful,2
hosaini,1
iraqi,1
occupation,1
riyadh,1
cousin,2
unlocked,2
pesci,1
marisa,1
tomei,1
vinny,1
canny,1
clementine,1
shoots,2
stalkerazzi,1
identify,3
filing,1
restraining,1
orders,1
knotty,3
hervé,2
infamy,2
dinklage,1
dornan,1
dimensionality,1
villechaize,1
skip,1
choking,3
dash,2
dahmer,1
tavernier,1
curating,1
homeland,1
culturally,1
amir,1
exposing,2
marla,1
paintings,1
burdening,1
publicly,1
shamed,1
afterwards,1
zucchini,1
braves,1
pony,1
encourage,1
gallop,1
tantalizing,1
respective,4
iv,4
week,4
vulnerability,1
chabon,1
pittsburgh,1
hockey,2
outback,2
mystic,2
pizza,1
topped,3
occasion,1
unfolds,3
sleepover,2
authentically,1
heartbreak,3
prurient,1
impulses,1
gamut,1
hess,1
collective,1
adolescents,1
moderate,1
junior,1
nanking,1
nanny,3
nappily,1
reggio,2
liotta,1
narco,1
cultura,1
underserved,1
nas,1
illmatic,1
exhaust,1
bravado,2
nashville,1
offensiveness,1
saturday,5
irrepressible,1
conspired,1
rambunctious,1
destinations,1
security,1
velvet,3
straying,2
pastime,2
explodes,1
pummeling,1
deadening,1
nebraska,1
stirringly,1
evenly,1
r,1
sorority,3
animalistic,1
net,1
catching,2
network,2
musing,1
lindsey,1
raconteur,1
imaginable,1
subcultures,1
dmx,1
romanek,1
ishiguro,1
believing,1
available,2
campus,1
discernible,3
kane,2
consistency,1
olsens,1
ethnic,2
stereotyping,1
newsies,1
newton,2
frustrations,2
puzzlingly,2
motivated,1
norah,1
infinite,1
playlist,1
bungling,1
nicotina,1
smithsonian,1
overboard,3
mania,2
sendoff,2
catches,2
personalizes,1
tumultuous,1
mackie,1
kerry,1
arrivals,1
spiro,1
stubbornly,4
refuse,1
materialize,1
bolsters,2
detention,1
snazzy,1
dank,1
restless,1
lithe,1
nightcrawler,1
nightingale,1
krueger,1
nightmares,1
rodanthe,1
repair,1
giulietta,1
masina,1
chronically,1
wretch,1
indomitable,1
nim,2
tics,1
garbo,1
ninotchka,1
ninth,1
advertising,1
sooner,1
democracy,1
spinning,2
summary,1
lowdown,1
decision,3
worldview,2
deed,1
steadman,1
eccentricities,2
illustrates,1
dockumentary,1
persian,1
germany,2
attached,1
smattering,1
tiffany,1
haddish,1
nocturnal,1
icelandic,1
klaus,2
nomi,1
norbit,1
twerking,1
blearily,1
norm,2
screened,1
lear,2
reflections,1
previously,3
forty,1
durning,1
noordzee,1
northern,1
spotty,3
haruki,1
murakami,1
nosferatu,2
schreck,1
followed,1
famed,1
bloodsucker,1
poky,1
natm,1
ozploitation,1
notebook,1
schoolteachers,1
happen,1
punishing,3
bettie,1
cipher,1
aplenty,1
novitiate,1
feminism,1
novocaine,1
voyager,1
swooner,1
henreid,1
melomers,1
rely,3
sleight,2
hiding,2
nurse,1
betty,1
corralling,1
klump,1
thou,1
supersonic,1
appreciative,1
cater,2
rat,2
royalty,1
thirteen,3
reverts,1
declare,1
voyeurism,2
upstate,1
octopussy,1
emphasis,3
oculus,1
linger,2
lampoons,2
hamer,1
okja,1
tricky,6
juggling,3
sayin,1
doin,1
oklahoma,2
serene,1
faded,1
yeller,1
bonding,1
oldboy,2
surpasses,2
victorian,2
olympus,1
omar,1
hollowness,1
chesil,1
lazenby,1
di,1
vincenzo,1
rigg,1
ski,1
informed,2
kerouac,1
redefined,1
permanently,1
alter,2
dublin,1
ghetto,1
anatolia,1
stealing,2
tumble,2
ondine,1
nary,2
unfurls,1
carl,2
fletcher,1
sweepstakes,1
notoriously,1
shakes,2
hailing,2
emergence,1
refn,2
forgives,1
milks,1
hiddleston,1
stolidly,1
cattaneo,1
timeworn,1
contours,1
shenanigans,2
nacho,1
vigalondo,1
amenábar,1
detractors,2
deny,3
gena,2
rowlands,2
decadently,1
airlifted,1
elephant,1
drop,2
depicted,1
ophelia,1
agency,1
lightens,1
prostitution,1
nonjudgmental,1
steered,1
oranges,2
sidesteps,1
regurgitate,1
orca,1
bitterness,1
osama,2
bitterly,1
upfront,1
oslo,1
portion,2
osmosis,1
boleyn,1
ouija,2
planchette,2
swerves,1
yes,3
peers,1
tends,2
rickety,3
idiot,1
traitor,2
barbet,1
schroeder,1
medellin,1
colombia,1
privileged,2
graced,1
surfs,1
lensed,1
smolders,1
sparking,1
furnace,1
outbreak,1
unforgivably,1
outcast,1
hayden,1
christensen,1
outfoxed,1
schizophrenic,2
outlander,1
muddy,1
nouveau,1
doubly,1
falco,1
miscasted,1
outsiders,2
outsourced,1
appeals,1
hedge,1
truck,1
drivers,1
custody,1
cheesiest,1
chooses,2
overlord,1
costs,1
hubris,1
deflated,1
pacific,3
rim,2
parodies,2
paddington,2
cuddly,1
paddleton,1
degree,2
gain,2
flurry,1
painted,1
veil,1
josey,1
wales,1
riffs,2
gia,1
palo,1
alto,1
drifting,2
devout,1
pandorum,1
destroyed,1
defeated,1
desultory,1
papa,1
cuba,1
newsroom,1
charlyne,1
yi,1
towns,1
homogenous,1
protestant,1
graders,1
learn,1
erecting,1
monument,1
papillon,1
paprika,1
paradise,6
presumably,2
shake,1
discomfited,1
bombers,1
parallax,1
pakula,3
paranoia,5
ins,1
outs,1
screams,1
durable,2
six,2
paranorman,1
guidance,1
milquetoast,1
broadly,2
pulsing,1
adepero,1
oduye,1
pariah,1
rees,1
vaudeville,1
francophilia,1
travelogue,2
transgender,2
je,1
omnibus,1
kennedy,1
parkland,1
particle,1
enraptured,1
kristin,1
partisan,2
passengers,2
pratt,1
sexploitation,1
renée,2
falconetti,1
innumerable,1
fooled,1
misbegotten,3
passionada,1
painless,2
proposition,1
highpoint,1
tips,1
paterno,1
levinson,5
paterson,1
pather,1
panchali,1
satyajit,2
pathfinder,1
paths,1
transcendentally,1
paws,1
verisimilitude,1
patriots,1
biopics,3
cathartic,1
intergalactic,1
blart,2
bathed,1
flop,1
segway,1
pavarotti,1
tobey,3
maguire,3
pawn,1
wiz,1
fischer,2
osment,1
meaningless,1
misunderstanding,1
cheery,2
insistence,1
peaceful,2
jargon,1
peeping,1
methodical,1
peeples,1
peggy,1
sue,1
boomer,1
kathleen,1
pelican,1
remove,1
pelle,1
conqueror,1
strokes,1
sydow,1
penelope,3
faulty,1
frantically,2
filmgoing,1
caters,1
strouse,1
flynt,1
iconoclast,1
acknowledges,1
republic,1
repels,1
peppermint,1
waterlogged,1
overstylized,1
escapee,1
revolution,6
upheaval,4
mick,2
jagger,1
perfume,1
glamorizing,1
antihero,1
perrier,1
persepolis,1
autobiographical,1
mariel,1
competitive,3
training,1
sematary,2
bruising,2
exhuming,1
seeger,1
rabbit,3
beatrix,1
risking,1
overhaul,1
overwhelming,2
remastered,1
histrionic,1
ebullient,1
rhapsodizes,1
disdain,1
thread,2
woven,2
phat,1
girlz,1
spector,1
philadelphia,2
unqualified,2
philomena,1
petzold,1
booth,2
pretends,1
phyllis,1
frighteningly,1
lynchian,1
pianist,1
pick,1
adorableness,1
puppy,1
pickpocket,1
picnic,1
piercing,3
shergold,1
pierrot,1
pieta,1
cushion,1
prickly,2
newmark,1
scanlan,1
pina,1
scatter,2
tempo,1
bratt,1
piñero,1
hoopster,1
ping,1
pong,1
playa,1
digression,1
yu,1
particulars,1
inspector,1
clouseau,1
elude,1
pinnacle,1
collected,2
dispiriting,4
rollicking,3
drown,2
radio,4
quippy,1
potc,1
pirates,3
caribbean,1
bilge,1
shorter,1
leaner,1
aground,1
barrage,2
veggietale,1
tire,2
sings,3
arcade,1
pixels,1
plagues,2
bustling,1
ravaged,1
ecological,1
greed,5
epitome,1
justly,1
ineptitude,1
trains,2
automobiles,1
breakdancing,1
thrillride,1
plastic,1
platoon,1
yield,1
calculating,2
misogynistic,4
evans,1
playtime,1
urbanization,1
pleasantville,1
collegiate,1
hazing,1
commendably,1
narcissistic,2
manhood,1
remembered,2
pine,1
simultaneous,1
presences,1
busey,1
pokemon,2
pokémon,1
pikachu,1
catch,5
try,2
lifelike,1
ringing,3
endorsement,3
patrol,1
plummeting,2
agonizing,1
adjective,1
greats,2
polina,1
twirl,1
polisse,1
pollock,1
painter,1
depict,4
ephemeral,1
sold,2
spurlock,1
poms,1
disrespects,1
celebrate,2
pontypool,1
breed,1
hundred,1
acres,1
skit,1
pootie,1
pontiff,1
popstar,1
poseidon,1
devote,1
possession,3
possum,1
post,5
grad,1
tenebras,1
lux,2
reygadas,1
slowest,1
brushstrokes,1
postal,1
uniting,1
postcards,1
miscalculation,2
powder,1
speaker,1
prairie,1
garrison,1
keillor,1
gigantic,1
prancer,1
liberian,1
predestination,1
premium,1
overdosing,1
obtuse,2
premonition,1
weakly,1
sixth,3
princess,4
presumed,1
ringwald,1
yuppie,1
misgivings,1
gershon,1
priceless,1
gad,2
elmaleh,1
pride,6
usage,1
stooping,1
procedurals,1
yankee,2
baseman,1
gehrig,1
eloquently,1
stimulating,2
primeval,2
avalanche,1
shambles,1
persia,1
hawaiian,1
princes,1
kaiulani,1
swashbuckling,1
makeover,1
elegance,3
prisoners,1
daffily,1
identifiable,1
dramatized,2
rite,2
reverential,1
pippa,1
detours,5
prize,1
indistinct,1
tentative,2
chewing,1
pranks,2
stagy,2
marston,1
lasso,1
almanac,1
unattractive,1
debauchery,2
descriptive,2
android,1
prospect,1
defined,4
intertwines,1
common,6
euripedes,1
scant,1
subtitles,1
taraji,2
alluringly,2
tact,1
validated,1
cleaver,1
rom,1
coms,1
touchstones,1
bypasses,1
overcompensates,1
suggestion,1
pumping,1
bodybuilding,1
pumpkin,1
stan,1
henriksen,1
pumpkinhead,1
puncture,1
punisher,1
actioners,2
dynner,1
godfathers,1
puppet,1
littlest,1
reich,1
purple,4
butterfly,2
ripley,3
wherein,1
climber,1
embodied,3
delon,1
enchantingly,1
happyness,1
pyewacket,1
encroaching,1
threats,1
clouzot,1
dividing,1
criminality,1
solace,2
heels,1
royals,1
glories,2
moss,1
accents,1
discern,1
understand,1
became,1
camelot,1
tossed,1
grunt,1
skewed,1
quincy,1
dug,1
refracts,1
posed,1
fence,1
fleet,2
agile,1
stephan,1
nascar,1
hopefuls,1
laps,1
indispensable,1
mimics,2
raging,2
ark,2
consummately,1
railroad,1
autistic,1
savant,1
callow,1
coens,2
rambo,1
ramona,1
beezus,1
sunny,1
rampart,1
rango,1
vocal,2
exports,1
crossbreed,1
rashomon,1
ratatouille,1
ratchet,2
clank,1
ravenous,2
rbg,1
supreme,2
bader,1
bewildering,1
pummeled,1
reads,1
reader,1
insulting,2
notwithstanding,1
rea,1
reaping,1
apropos,1
tagline,1
spiritually,2
salinger,1
impetus,1
rebels,1
tsai,1
derivatives,1
jolt,1
genesis,1
discards,1
pov,1
upping,1
recess,1
caliber,1
tails,2
heaps,2
argue,1
replaces,1
asia,2
rebooted,3
topicality,1
rework,1
battleground,1
failing,5
clairvoyance,1
andrea,3
parses,1
engrossed,1
hopper,2
walsh,2
sparrow,2
redacted,1
marital,1
redline,1
luxury,2
reds,1
tumult,2
navigating,1
piersons,1
adjust,1
radically,1
ref,1
leary,1
regarding,1
regression,1
dislodge,1
reign,2
altitude,1
pyrotechnic,1
smolderingly,1
wings,3
clipped,1
savior,1
reviewers,2
religulous,1
wandering,1
healthy,5
rememory,1
replicas,1
ponderously,1
consumerism,1
genetic,1
stomach,2
pilot,1
dieter,1
dengler,1
rescuers,2
redeems,1
reservation,2
adopts,1
thrumming,1
adapations,1
resident,6
afterlife,1
retribution,1
included,1
veneer,1
restrepo,1
afghan,1
resurrecting,1
champ,2
hartnet,1
alda,1
unoriginality,1
okay,2
linda,1
cardellini,1
consuming,1
minnie,1
tropical,1
prurience,1
slices,1
dices,1
lauderdale,1
nerds,2
glaring,1
comprehensibility,1
meld,1
formulas,4
rewind,1
vhs,1
poverty,1
registering,1
richie,1
wonderment,1
ricki,1
characteristic,1
overtakes,1
livewire,1
doldrums,1
garris,1
flail,1
existing,1
dips,1
dowdy,1
resuscitate,1
verbinski,1
hideo,1
nakata,1
idiotic,1
ringu,1
anxieties,1
busier,1
hawks,3
sheriff,1
sociopath,1
elementary,3
serkis,2
risen,1
goldsworthy,1
generates,2
crispin,1
glover,3
ione,1
skye,1
dances,1
rize,1
stinging,2
mendes,2
perdition,1
sons,1
roar,1
marian,1
robs,4
gussy,1
tights,1
goofiness,1
rickman,1
stereotype,1
asinine,1
robots,1
assembly,3
inconsequentiality,1
shareef,1
kasbah,1
serials,2
rocketeer,1
rocketman,1
cockney,1
wideboy,1
turkeys,1
rocko,1
cling,1
balboa,1
drives,1
warp,2
noticeably,1
inflates,1
thuddingly,2
sent,1
longterm,1
limbo,1
rodents,2
rodin,1
prey,2
pitfall,1
unlocking,1
jitters,1
models,2
roller,1
rink,1
rollerball,2
klein,1
revue,1
roma,1
lelouch,1
israel,1
esq,1
cigarettes,1
romancing,1
romántico,1
dehumanized,1
impresses,2
aaliyah,1
romy,1
michele,1
kudrow,2
mira,1
sorvino,1
brie,2
larson,2
tremblay,1
cinephilles,1
rope,1
rory,1
veer,1
individuality,2
satanism,1
pregnancy,1
farrow,1
rosencrantz,1
guildenstern,1
rosewater,1
utilized,1
opportunities,2
roving,2
plug,1
nasa,1
program,2
roxanne,3
belatedly,1
mgm,1
donen,1
dupieux,1
ruby,1
lags,1
rudderless,1
rudo,1
cursi,1
luna,1
rugrats,2
behaviors,1
unegaging,1
rumble,2
frustrates,1
intrigues,3
stasis,1
lexicon,1
scholars,1
foundations,1
sartre,1
haphazardly,1
burroughs,1
rupture,1
brühl,1
normally,3
schwartzman,1
espagnole,1
hermione,1
corfield,1
rv,1
turbo,2
morphin,1
sabotage,1
finer,1
punishes,1
sacco,1
vanzetti,1
exhumes,2
judicial,1
ignominious,1
safety,1
guaranteed,1
hue,1
rhodes,1
tobe,1
hooper,1
injecting,3
reserved,1
salmon,1
yemen,1
saludos,1
salvador,1
salvo,1
parcels,1
anchoring,2
samba,1
nakache,1
toledano,1
samsara,1
andreas,1
structurally,1
sanctum,1
sandlot,1
sandy,1
wexler,1
portrays,2
sanjuro,1
toshiro,1
mifune,1
arriving,1
cheeriness,1
claus,1
comin,1
liberace,1
sangre,1
vulgarity,5
saraband,1
judging,1
devilish,1
satanic,1
cardasis,1
sausage,1
ratio,1
lamentable,1
tamara,3
comforts,1
savages,1
rehashing,3
shiloh,1
redefines,2
ensnares,1
myriad,1
illogically,1
repeating,2
gorier,1
fumes,1
types,1
scanner,1
conception,1
unstable,1
celebratory,1
crudity,1
bergdorf,1
infomercial,2
store,2
schindler,1
abject,1
daze,1
tie,3
schultze,1
scoop,1
dipper,1
component,2
abbreviated,1
cheesier,1
walker,2
fascinate,1
pilgrim,1
scouts,1
turntablism,1
scratch,1
takedown,1
hacked,1
slashed,1
handling,2
scrooged,1
markedly,1
terminally,1
searchers,1
ambivalence,1
searching,3
prodigy,2
howe,1
faust,1
argentinian,1
jose,1
campanella,1
bees,2
sod,1
salesman,2
unimpressive,5
nimh,1
secretariat,1
fulfilling,1
venezuela,1
dud,2
chidren,1
marries,1
forges,1
excitedly,1
stefon,1
bristol,1
seed,2
chucky,1
increasing,1
seeker,3
hamstrung,2
selma,1
senna,1
sentinel,1
lip,1
september,1
vogue,1
seraphine,1
yolande,1
serena,2
went,2
serendipity,1
serenity,1
circumstances,3
serpico,1
sara,1
waster,1
celyn,1
brides,1
psychopaths,1
heaping,2
seal,1
severance,1
straining,1
neurosis,1
tape,2
impotence,1
bernstein,2
genuineness,1
aka,1
sgt,1
stubby,1
wuxia,2
riseborough,1
winger,1
shadowlands,1
scholar,1
gresham,1
clown,1
bars,1
shall,2
affliction,1
shampoo,1
shanghai,3
crippled,1
components,1
brag,1
shaolin,1
neutered,1
sharknado,4
sharkwater,1
sharks,2
shawshank,1
shazam,1
mae,2
sheltering,1
gnomes,1
stumped,1
duplicating,1
sherpa,1
mount,1
ta,2
cartoonishness,1
deviates,1
exemplified,1
shipping,1
shirkers,1
interrogation,1
shooter,1
ernst,1
lubitsch,1
samson,1
raphaelson,1
term,2
shopgirl,1
precariously,1
danes,1
shoplifters,1
hirokazu,2
koreeda,2
amazingly,1
largest,1
spritual,1
gatherings,1
emphatic,1
sensory,1
caller,1
nikolaj,1
newspaper,2
snout,1
contemptible,1
tweak,1
potshots,1
galore,1
shreks,1
shut,1
icily,1
inhospitable,1
siberia,1
interminable,1
exile,1
sicario,2
soldado,1
machismo,1
sicko,1
siddharth,1
sierra,1
burgess,1
shannon,4
purser,1
wheatley,1
lowe,1
oram,1
signal,3
signs,1
revelation,1
linings,1
silverado,1
simpatico,1
simpsons,1
hearty,1
hellish,1
agustín,1
díaz,1
yanes,1
earthly,1
sing,3
charmimg,1
hummable,1
singin,1
classical,4
diabolical,1
visited,1
witness,4
convent,1
nun,2
workable,1
enriching,3
traveling,1
pants,1
crafty,1
poehler,2
nina,1
paley,1
sita,1
ramayana,1
degrees,2
significantly,1
sixteen,1
candles,1
shayamalan,1
kitchen,2
approaching,3
casually,1
skins,1
skinwalkers,1
remind,1
skulls,1
nonsense,1
skyline,1
skyscraper,1
slacker,1
shiftless,1
thumb,1
tenor,2
slap,1
slash,1
morse,1
slaughterhouse,1
rulez,1
dealer,1
welsh,1
stalking,1
sleepaway,1
clinical,2
remote,1
unwilling,1
obsessions,2
coated,1
snooze,1
sleepwalk,1
inconsistencies,2
melancholic,1
reassuring,1
sleepwalking,1
sleepy,1
slender,2
positively,1
sleuth,2
split,2
narratives,2
riveted,1
oozing,1
slither,1
sliver,1
technobabble,1
posits,1
nerd,1
maclean,1
slumdog,1
millionaire,1
deficient,1
slump,1
crooks,2
synonymous,1
hawkes,1
smallfoot,1
distraction,2
smashed,1
winstead,1
gregg,1
araki,1
smiley,1
underrepresented,2
smokey,1
bandit,1
wrecks,1
glued,1
smokin,1
aces,1
smurfs,3
smurfaholics,1
snabba,1
cuts,1
nordic,1
plane,2
snapper,1
snatched,1
sneakers,1
lingo,1
snitch,1
cedars,1
huntsman,2
snowden,1
saps,1
snowpiercer,1
audaciously,1
numb,1
hk,1
oozes,1
axe,1
murderer,1
soapdish,1
serialized,1
vitriol,1
blackest,1
satires,1
solaris,1
ponder,1
solitary,2
check,1
soloist,1
gratifying,1
purefoy,1
somebody,1
someone,2
relatability,1
meadows,1
natured,1
advert,1
idealism,2
naturally,1
seductively,2
pensive,1
sommersby,1
fuels,2
boris,2
karloff,2
descended,1
raised,1
fervor,2
lászló,1
nemes,1
sparrows,1
majid,1
majidi,1
spartan,1
songcatcher,1
fratboy,1
ogling,1
abdel,1
kechiche,1
unbalanced,1
haters,1
tottering,1
axis,1
bother,2
loudly,1
truckload,1
survivors,3
deciphering,1
opposing,2
views,2
eras,1
southbound,1
southland,1
southpaw,1
pummels,1
southside,1
fateful,1
soylent,1
suberb,1
slam,1
dunk,1
spoofery,1
spaceballs,1
paz,1
vega,1
thoughtfulness,1
spanglish,1
sitcommy,1
pinch,1
salim,1
akil,1
rapaport,1
feeble,2
correspondents,1
species,2
flashing,1
natasha,1
henstridge,1
spectre,1
nudges,1
glorious,1
wachowski,1
sphere,1
spiderwick,1
correct,1
resoundingly,1
resisting,1
lionize,1
ineffectual,1
sneaky,1
breakers,1
bikini,1
boss,3
tian,1
zhuangzhuang,1
feig,1
nielsen,3
conceivable,1
acidly,1
elmo,1
brat,2
naughtier,1
ronald,1
searle,1
trinian,1
jinks,1
dangerously,2
mashing,1
worn,1
mickle,1
stalag,1
arguing,1
stalingrad,1
spent,1
procedure,1
motown,1
trek,10
reignites,1
trekkies,1
guard,3
crews,1
enterprise,2
expanded,1
ricardo,1
montalban,1
spock,1
sluggishly,2
insurrection,1
lightest,1
nemesis,1
motion,1
undiscovered,2
opened,1
prequels,1
clones,1
sith,1
jedi,2
renewed,2
stardust,1
virginia,4
gardner,1
starfish,1
starred,1
essoe,1
accept,1
starsky,1
hutch,1
starter,1
teritory,1
quiz,1
bores,1
dwarf,1
refreshment,1
operator,1
lea,1
acken,1
stations,1
pencil,1
jun,1
magnolias,1
danced,1
exchanging,1
stepmom,1
manipulations,1
dilute,1
tech,1
intricate,3
sidesplitting,1
bendinger,1
gymnastics,1
missy,1
peregrym,1
mockumentaries,1
cromwell,1
geneviève,1
bujold,1
burke,1
bacon,2
keopp,1
stoker,1
collecting,1
stolen,2
stomp,1
intervening,1
milla,1
jovovich,1
overabundant,1
stonewall,1
stoning,1
soraya,1
inappropriately,1
storks,1
liftoff,1
hyperactively,1
unspooled,1
mechanics,1
interests,1
outta,1
compton,1
imparted,2
intent,1
brew,1
wilderness,3
drone,1
narrator,1
strangerland,1
stratton,1
roundly,4
streamlines,1
chun,1
shred,1
fusion,1
motorcycle,2
cohorts,1
striptease,1
moot,1
injustice,1
kumail,1
nanjiani,1
bautista,1
stuber,1
contrasting,1
overtly,2
gallows,2
accident,1
fluids,1
nomination,1
wolff,1
styx,1
provocatively,1
ayoade,2
submergence,1
unfulfilled,1
suburbicon,1
naught,1
catchphrase,1
associate,1
suffragette,1
dramatizes,2
dceu,1
comfortingly,1
sully,1
lightness,2
february,1
seasons,1
rohmeresque,1
sunlight,1
collyer,1
davies,1
cleaning,1
copious,2
pervades,1
superbabies,1
mouths,1
adverse,1
filling,1
practices,1
troopers,2
waited,1
placing,1
superbad,1
overarching,1
supercop,1
entertainers,1
supercross,1
superfly,1
blaxploitation,1
supergirl,1
overusing,1
bottoms,1
reeve,1
disingenuous,1
supermensch,1
surf,1
baffling,1
attacking,1
avid,1
vigor,2
swamp,1
adrienne,1
barbeau,1
pith,1
guignol,1
helmed,1
stages,1
alabama,1
swerve,1
swimfan,1
undivided,1
masculinity,3
ackerman,1
vote,1
doug,1
liman,1
safari,1
swiss,2
categorize,1
senes,1
trust,3
swordfish,1
dislike,1
skimps,1
typing,1
bynes,1
gruesomely,1
synchronicity,1
gentry,1
syriana,1
complacent,1
trainspotting,1
recapturing,1
screenings,1
tabloid,1
tag,1
tailor,2
panama,1
tonight,1
purposefully,1
waltz,4
retire,1
takers,1
sensuous,1
obligation,1
woodstock,2
despereaux,1
bordello,1
castoffs,1
petey,1
greene,1
chiwetal,1
folk,2
stalls,1
talladega,1
tallulah,1
flirtations,1
drewe,1
tammy,1
juzo,1
itami,1
tampopo,1
tangerine,1
shatters,1
tangerines,1
zing,1
tarzan,2
dames,1
rounding,1
chat,1
pots,1
pastel,1
scheme,1
bundy,1
rourke,2
turtles,4
dullest,1
bipedal,1
reptiles,1
dopey,1
birthed,1
advertised,1
brawls,1
teeth,1
moran,1
temp,1
résumé,2
underperforms,1
reassignment,1
recommended,3
taymor,1
frenzied,1
tenacious,1
mounting,1
mercies,1
tequila,1
